"scrape_datetime","data_url","as_of_date","model","lead_time"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/polestar/polestar-4","2024/10/08","Polestar 4","1 Monat"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/porsche/macan-electric","2024/10/08","Porsche Macan Electric","10-12 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/porsche/taycan","2024/10/08","Porsche Taycan","10-13 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/porsche/taycan-cross-turismo","2024/10/08","Porsche Taycan Cross Turismo","10-13 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/porsche/taycan-sport-turismo","2024/10/08","Porsche Taycan Sport Turismo","6-9 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/renault/kangoo-ze","2024/10/08","Renault Kangoo Z.E.","4-6 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/renault/megane-e-tech","2024/10/08","Renault Mégane E-Tech","4-6 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/renault/scenic-e-tech","2024/10/08","Renault Scénic E-Tech","4-6 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/renault/twingo-ze","2024/10/08","Renault Twingo Electric","Vorübergehender Bestellstopp"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/renault/zoe","2024/10/08","Renault ZOE","Vorübergehender Bestellstopp"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/skoda/enyaq-iv","2024/10/08","Skoda Enyaq iV","3-5 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/skoda/enyaq-rs-iv","2024/10/08","Skoda Enyaq RS iV","3-5 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/skoda/enyaq-iv-coupe","2024/10/08","Skoda Enyaq iV Coupé","3-5 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/skoda/enyaq-coupe-rs-iv","2024/10/08","Skoda Enyaq  Coupé RS iV","2-4 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/smart/1","2024/10/08","smart #1","2-4 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/smart/1-brabus","2024/10/08","smart #1 Brabus","2 Monate"
